"category","title","level","description","starter_code","test_cases","hints","id","function_name"
"pandas","Grup Toplamı","intermediate","Satış verisinden bölge bazında toplam satışı hesapla.
Sonuç: {bölge: toplam_satış} sözlüğü","def region_totals(a: dict, b: dict, arg2: dict, arg3: dict) -> dict:
    pass","[{""input"": [{""region"": ""A"", ""sales"": 100}, {""region"": ""B"", ""sales"": 50}, {""region"": ""A"", ""sales"": 150}, {""region"": ""B"", ""sales"": 100}], ""expected"": {""A"": 250, ""B"": 150}, ""description"": ""2 bölge""}, {""input"": [{""region"": ""X"", ""sales"": 10}], ""expected"": {""X"": 10}, ""description"": ""tek bölge""}, {""input"": [{""region"": ""A"", ""sales"": 5}, {""region"": ""B"", ""sales"": 10}, {""region"": ""C"", ""sales"": 15}], ""expected"": {""A"": 5, ""B"": 10, ""C"": 15}, ""description"": ""3 bölge tek satır""}, {""input"": [], ""expected"": {}, ""description"": ""boş veri""}]","[""💡 İpucu 1: Boş bir dict: totals = {}"", ""💡 İpucu 2: Her kayıt için totals[region] = totals.get(region, 0) + sales"", ""💡 İpucu 3: totals dict'ini döndür.""]","43","region_totals"
"pandas","Aykırı Değer Tespiti","intermediate","IQR yöntemiyle aykırı değerleri tespit et.
Q1-1.5*IQR altındakiler veya Q3+1.5*IQR üstündekiler aykırıdır.
Sonuç: aykırı değerlerin indeks listesi.","def detect_outliers(n: int, k: int, pos: int, threshold: int, count: int, n2: int, n3: int) -> list | list[int]:
    pass","[{""input"": [1, 2, 2, 3, 3, 3, 100], ""expected"": [6]}, {""input"": [10, 11, 12, 13, 14, 15], ""expected"": []}]","[""💡 İpucu 1: Sıralı listeden Q1 (25. yüzdelik) ve Q3 (75. yüzdelik) hesapla."", ""💡 İpucu 2: IQR = Q3 - Q1; alt sınır = Q1 - 1.5*IQR, üst sınır = Q3 + 1.5*IQR"", ""💡 İpucu 3: [i for i, x in enumerate(data) if x < lower or x > upper]""]","44","detect_outliers"
"pandas","Rolling Ortalama","intermediate","k-pencereli rolling (kayan pencere) ortalama hesapla.
Her i >= k-1 için sonuç[i] = ortalama(data[i-k+1 : i+1]); ilk k-1 eleman için None (veya null) döndür.
Liste uzunluğu < k ise tüm liste için None döndür.","def rolling_average(x: dict) -> list[None]:
    pass","[{""input"": {""data"": [1, 2, 3, 4, 5], ""k"": 3}, ""expected"": [null, null, 2.0, 3.0, 4.0], ""description"": ""k=3, 5 eleman""}, {""input"": {""data"": [10, 20, 30, 40], ""k"": 2}, ""expected"": [null, 15.0, 25.0, 35.0], ""description"": ""k=2""}, {""input"": {""data"": [5, 5, 5], ""k"": 1}, ""expected"": [5.0, 5.0, 5.0], ""description"": ""k=1, hepsi dolu""}, {""input"": {""data"": [1, 2], ""k"": 5}, ""expected"": [null, null], ""description"": ""veri k'dan kısa""}]","[]","45","rolling_average"
"algorithms","İkili Arama","beginner","Sıralı bir listede binary search ile hedef sayının indeksini döndür.
Bulunamazsa -1 döndür.","def binary_search(x: dict) -> int:
    pass","[{""input"": {""arr"": [1, 3, 5, 7, 9, 11], ""target"": 7}, ""expected"": 3}, {""input"": {""arr"": [1, 3, 5, 7, 9, 11], ""target"": 6}, ""expected"": -1}, {""input"": {""arr"": [1], ""target"": 1}, ""expected"": 0}]","[""💡 İpucu 1: left=0, right=len(arr)-1 ile başla."", ""💡 İpucu 2: mid = (left+right)//2; arr[mid]>target ise right=mid-1, küçükse left=mid+1"", ""💡 İpucu 3: arr[mid]==target ise mid'i döndür. Döngü biterse -1.""]","46","binary_search"
"algorithms","Bubble Sort","beginner","Bubble sort algoritmasıyla bir listeyi küçükten büyüğe sırala.
Orijinal listeyi değiştirme, kopyasını döndür.","def bubble_sort(n: int, k: int, pos: int, threshold: int, count: int, n2: int, n3: int) -> list[int]:
    pass","[{""input"": [64, 34, 25, 12, 22, 11, 90], ""expected"": [11, 12, 22, 25, 34, 64, 90]}, {""input"": [5, 1, 4, 2, 8], ""expected"": [1, 2, 4, 5, 8]}]","[""💡 İpucu 1: arr = arr[:] ile kopya al."", ""💡 İpucu 2: İki iç içe döngü: dış n kez, iç komşuları karşılaştırır."", ""💡 İpucu 3: arr[j] > arr[j+1] ise swap yap: arr[j], arr[j+1] = arr[j+1], arr[j]""]","47","bubble_sort"
"algorithms","İki Maaş Bordrosunu Birleştir","intermediate","İki maaş bordrosu kaydını birleştirip tek bir sözlük olarak döndüren fonksiyon yaz. Ortak alanlar üzerinde değerler güncellenir (ikinci sözlük kazanır), çakışmayan alanlar korunur.","def merge_salaries(eng: dict, mkt: dict) -> dict:
    pass","[{""input"": {""eng"": {""ali"": 80000, ""ayse"": 75000}, ""mkt"": {""mehmet"": 70000, ""ayse"": 72000}}, ""expected"": {""ali"": 80000, ""ayse"": 72000, ""mehmet"": 70000}, ""description"": ""catisma — ikinci kazanir""}, {""input"": {""eng"": {""a"": 1}, ""mkt"": {""b"": 2}}, ""expected"": {""a"": 1, ""b"": 2}, ""description"": ""ayrik alanlar""}, {""input"": {""eng"": {}, ""mkt"": {""x"": 10}}, ""expected"": {""x"": 10}, ""description"": ""bos eng""}]","[""💡 İpucu 1: Sonuç sözlüğünü eng kopyasıyla başlat: result = dict(eng)."", ""💡 İpucu 2: mkt içindeki her anahtar-değer çiftini result üzerine yaz: result.update(mkt)."", ""💡 İpucu 3: Python 3.9+’da {**eng, **mkt} tek satırda aynı işi yapar.""]","68","merge_salaries"
"algorithms","Verilen miktarı en az sayıda bozuk para ile öde","beginner","Verilen miktarı en az sayıda bozuk para ile öde.
Kullanılabilir bozukluklar: [100,50,25,10,5,1] kuruş.","def make_change(n: int) -> dict:
    pass","[{""input"": 187, ""expected"": {""100"": 1, ""50"": 1, ""25"": 1, ""10"": 1, ""5"": 0, ""1"": 2}}, {""input"": 75, ""expected"": {""100"": 0, ""50"": 1, ""25"": 1, ""10"": 0, ""5"": 0, ""1"": 0}}]","[""💡 İpucu 1: Her bozukluk için: count = amount // coin"", ""💡 İpucu 2: amount = amount % coin ile kalanı güncelle."", ""💡 İpucu 3: Sonuçları result[coin] = count olarak sakla.""]","48","make_change"
"algorithms","Kaplama Problemi","intermediate","n merdiven basamağı var. Her adımda 1 veya 2 basamak çıkabilirsin.
Kaç farklı yol var? (Dinamik programlama","def climb_stairs(n: int) -> int:
    pass","[{""input"": 2, ""expected"": 2}, {""input"": 3, ""expected"": 3}, {""input"": 5, ""expected"": 8}]","[""💡 İpucu 1: Bu aslında Fibonacci dizisi! dp[1]=1, dp[2]=2"", ""💡 İpucu 2: dp[i] = dp[i-1] + dp[i-2] (bir önceki veya iki önceki basamaktan gelir)"", ""💡 İpucu 3: Hafıza optimizasyonu için yalnızca son iki değeri tut.""]","49","climb_stairs"
"algorithms","Bir 2D grid'de (0=geçit, 1=duvar","intermediate","Bir 2D grid'de (0=geçit, 1=duvar) en kısa yolu bul.
(0,0)'dan (m-1, n-1)'e sadece sağ/aşağı hareketle.
Başlangıç veya bitiş duvarsa ya da yol yoksa -1 döndür.","def shortest_path(nums: list[int], lst: list[int], arr2: list[int]) -> int:
    pass","[{""input"": [[0, 0, 0], [1, 1, 0], [0, 0, 0]], ""expected"": 4, ""description"": ""klasik örnek""}, {""input"": [[0, 1], [1, 0]], ""expected"": -1, ""description"": ""ulaşılamaz""}, {""input"": [[0, 0], [0, 0]], ""expected"": 2, ""description"": ""açık 2x2""}, {""input"": [[1]], ""expected"": -1, ""description"": ""başlangıç duvar""}]","[""💡 İpucu 1: BFS için queue kullan: [(0,0,0)]  # (satır, sütun, adım)"", ""💡 İpucu 2: Ziyaret edilenleri takip et: visited = set(); visited.add((0,0))"", ""💡 İpucu 3: 4 yön: [(-1,0),(1,0),(0,-1),(0,1)]; sınır ve duvar kontrolü yap.""]","50","shortest_path"
"algorithms","En Yakın Rakam Toplamı","intermediate","Bir sayı dizisinde, toplamı hedef sayıya en yakın olan iki elemanı bul.
Birden fazla çözüm varsa, herhangi birini döndürmek yeterli.
Sonuç: [eleman1, eleman2] şeklinde liste döndür.
Örnek: [1, 2, 3, 4, 5]","def find_closest_pair(x: dict) -> list[int]:
    pass","[{""input"": {""numbers"": [1, 2, 3, 4, 5], ""target"": 8}, ""expected"": [3, 5]}, {""input"": {""numbers"": [1, 2, 3, 4], ""target"": 10}, ""expected"": [4, 4]}, {""input"": {""numbers"": [3, 3, 3], ""target"": 6}, ""expected"": [3, 3]}, {""input"": {""numbers"": [-1, -2, -3, -4], ""target"": -5}, ""expected"": [-1, -4]}, {""input"": {""numbers"": [1, 5, 9, 13], ""target"": 11}, ""expected"": [-1, -1]}]","[""💡 İpucu 1: Önce listeyi sırala (sıralanmış liste ile çalışmak daha kolay)."", ""💡 İpucu 2: İki işaretçi tekniği kullan — biri başta, biri sonda."", ""💡 İpucu 3: current_sum = arr[left] + arr[right]; hedefe göre işaretçileri hareket ettir.""]","70","find_closest_pair"
"algorithms","Tekrarlanan Karakter Zinciri","intermediate","Bir string'de art arda tekrar eden karakterlerden oluşan
en uzun zinciri bul.
Sonuç: (karakter, zincir uzunluğu","def longest_char_chain(nums: str) -> list[str]:
    pass","[{""input"": ""aabbbcccddaaa"", ""expected"": [""b"", 3]}, {""input"": ""abcdef"", ""expected"": [""a"", 1]}, {""input"": ""aaaaa"", ""expected"": [""a"", 5]}, {""input"": ""abbaa"", ""expected"": [""a"", 2]}, {""input"": """", ""expected"": ["""", 0]}, {""input"": ""abccdeeeffg"", ""expected"": [""e"", 3]}]","[""💡 İpucu 1: İki değişken tut: mevcut karakter ve mevcut sayı."", ""💡 İpucu 2: Her yeni karakter için: aynıysa sayıyı artır, farklıysa sıfırla."", ""💡 İpucu 3: En uzun zinciri ve karakterini takip et.""]","71","longest_char_chain"
"algorithms","Alt Dizi Toplam Kontrolü","intermediate","Bir sayı listesi ve bir hedef sayı veriliyor.
Listedeki herhangi bir alt dizinin (continuous subsequence","def has_subarray_with_sum(x: dict) -> bool:
    pass","[{""input"": {""nums"": [1, 4, 20, 3, 10, 5], ""target"": 33}, ""expected"": true}, {""input"": {""nums"": [1, 2, 3, 4], ""target"": 15}, ""expected"": false}, {""input"": {""nums"": [1, 2, 3], ""target"": 6}, ""expected"": true}, {""input"": {""nums"": [0, 0], ""target"": 0}, ""expected"": true}, {""input"": {""nums"": [-2, -1, 0, 1, 2], ""target"": 0}, ""expected"": true}]","[""💡 İpucu 1: Sliding window tekniği düşün — başlangıç ve bitiş işaretçileri."", ""💡 İpucu 2: Mevcut toplam hedefi aştıysa, başlangıcı kaydır."", ""💡 İpucu 3: Negatif sayılar varsa sliding window çalışmaz — prefix sum + hashmap dene.""]","72","has_subarray_with_sum"
"algorithms","Benzersiz Alt Dizgi Sayısı","intermediate","Bir string'deki tüm benzersiz alt dizgilerin (substring","def count_unique_substrings(x: str) -> int:
    pass","[{""input"": ""abc"", ""expected"": 6}, {""input"": ""aaa"", ""expected"": 2}, {""input"": """", ""expected"": 0}, {""input"": ""abcd"", ""expected"": 10}, {""input"": ""aab"", ""expected"": 4}]","[""💡 İpucu 1: Her karakterden başlayarak tüm alt dizgileri oluştur."", ""💡 İpucu 2: Bir set() kullanarak benzersiz olanları sakla."", ""💡 İpucu 3: İç içe döngü yerine, her i için j=i+1,...,len(s) alt dizgisini sete ekle.""]","73","count_unique_substrings"
"python-basics","Cift Sayilari Filtrele ve Karelerini Topla","beginner","Bir sayi listesi var. Listedeki SADECE cift sayilarin karelerini al ve topla.
Tek sayilar yok sayilir (sadece ciftler","def sum_of_even_squares(n: int, k: int, pos: int, threshold: int, count: int) -> int:
    pass","[{""input"": [2, 3, 4, 5, 6], ""expected"": 56}, {""input"": [1, 3, 5, 7], ""expected"": 0}, {""input"": [10], ""expected"": 100}, {""input"": [], ""expected"": 0}]","[""💡 Ipucu 1: x % 2 == 0 ile cift sayilari filtrele."", ""💡 Ipucu 2: sum() icinde generator expression kullan."", ""💡 Ipucu 3: sum(x*x for x in nums if x % 2 == 0) tek satirda coz.""]","84","sum_of_even_squares"
"python-basics","Iki String Arasindaki Ortak Karakterler","beginner","İki string arasında ortak karakterleri (küçük harf duyarsız, tekrar etmeyen) alfabetik sırayla liste olarak döndüren fonksiyon yaz.","def common_chars(s: str, text: str) -> list | list[str]:
    pass","[{""input"": [""Merhaba"", ""Araba""], ""expected"": [""a"", ""r""]}, {""input"": [""Python"", ""Java""], ""expected"": [""a""]}, {""input"": [""abc"", ""def""], ""expected"": []}, {""input"": [""AAA"", ""aaa""], ""expected"": [""a""]}]","[""💡 Ipucu 1: set(a.lower()) & set(b.lower()) -> kesisim."", ""💡 Ipucu 2: sorted() ile alfabetik siraya koy."", ""💡 Ipucu 3: list(sorted(set(a.lower()) & set(b.lower()))) tek satir.""]","85","common_chars"
"python-basics","Listedeki En Sik Tekrar Eden Eleman","beginner","Bir liste var. En sik gecen elemani dondur.
Birden fazla esit siklik varsa en kucuk sayiyi veya alfabetik ilk olani dondur.
Ornek: [1, 3, 2, 3, 4, 1, 1] -> 1 (4 kez","def most_frequent(n: int, k: int, pos: int, threshold: int, count: int, n2: int, n3: int) -> int | str:
    pass","[{""input"": [1, 3, 2, 3, 4, 1, 1], ""expected"": 1}, {""input"": [""a"", ""b"", ""a"", ""c""], ""expected"": ""a""}, {""input"": [5, 5, 3, 3, 1], ""expected"": 3}, {""input"": [1], ""expected"": 1}]","[""💡 Ipucu 1: from collections import Counter -> Counter(items).most_common()."", ""💡 Ipucu 2: max_count = max(c.values()) -> en yuksek frekans."", ""💡 Ipucu 3: candidates = [k for k,v in c.items() if v == max_count]; min(candidates) ile coz.""]","86","most_frequent"
"python-basics","Donen Dizi Kontrolu","beginner","Bir liste döndürülmüş (rotated) sıralı dizi mi kontrol et.
Liste, sıralı bir dizinin bir kısmının sona taşınmasıyla elde edilmiş olmalı.
Tek eleman veya boş liste her zaman True döndürür. Duplicate elemanlar geçerli değil.","def is_rotated_sorted(n: int, k: int, pos: int, threshold: int, count: int) -> bool:
    pass","[{""input"": [3, 4, 5, 1, 2], ""expected"": true, ""description"": ""rotated""}, {""input"": [1, 2, 3, 4, 5], ""expected"": true, ""description"": ""sıralı (0 rotasyon)""}, {""input"": [2, 1, 3], ""expected"": false, ""description"": ""rotated değil""}, {""input"": [1], ""expected"": true, ""description"": ""tek eleman""}, {""input"": [], ""expected"": true, ""description"": ""boş liste""}]","[]","87","is_rotated_sorted"
"algorithms","Sayilari Toplami Hedefe Esit Olan Ciftler","intermediate","Bir liste ve bir hedef sayi var. Listedeki hangi iki sayinin toplami hedefe esit?
Tum benzersiz ciftleri (kucuk, buyuk","def two_sum_pairs(a: list[int], b: int) -> list | list[list[int]]:
    pass","[{""input"": [[2, 7, 11, 15], 9], ""expected"": [[2, 7]]}, {""input"": [[1, 5, 3, 7, 9], 12], ""expected"": [[3, 9], [5, 7]]}, {""input"": [[1, 2, 3], 10], ""expected"": []}, {""input"": [[3, 3], 6], ""expected"": [[3, 3]]}, {""input"": [[-1, -2, -3, 4, 5], 2], ""expected"": [[-3, 5], [-1, 3]]}]","[]","88","two_sum_pairs"
"algorithms","Rotasyon Adimini Bul","intermediate","Bir liste veriliyor. Bu liste sirali bir dizinin rotasyonu.
Rotasyon adimini bul (kac kez sola donduruldu","def rotation_count(n: int, k: int, pos: int, threshold: int, count: int) -> int:
    pass","[{""input"": [3, 4, 5, 1, 2], ""expected"": 3}, {""input"": [1, 2, 3, 4, 5], ""expected"": 0}, {""input"": [5, 1, 2, 3, 4], ""expected"": 1}, {""input"": [2, 3, 4, 5, 1], ""expected"": 4}, {""input"": [1], ""expected"": 0}]","[""💡 Ipucu 1: Minimum elemanin indexini bul."", ""💡 Ipucu 2: min_idx = nums.index(min(nums))."", ""💡 Ipucu 3: return min_idx (0 = zaten sirali, min_idx = kac adim sola).""]","89","rotation_count"
"python-basics","Bir cumle var","intermediate","Bir cumle var. Kelime sirasini tersine cevir, kelime icindeki harfler ayni kalsin.
Ornek: 'Merhaba dunya nasilsin' -> 'nasilsin dunya Merhaba'
Fazla bosluklari tek bosluga indir.","def reverse_words(x: str) -> str:
    pass","[{""input"": ""Merhaba dunya nasilsin"", ""expected"": ""nasilsin dunya Merhaba""}, {""input"": ""Python   harika  bir dil"", ""expected"": ""dil bir harika Python""}, {""input"": ""tek"", ""expected"": ""tek""}, {""input"": """", ""expected"": """"}, {""input"": ""  bosluklu   cumle  "", ""expected"": ""cumle bosluklu""}]","[]","90","reverse_words"
"python-basics","Bir liste var","beginner","Bir liste var. Listedeki tekrarlari kaldir, ilk gorunme sirasini koru.
Ornek: [1, 3, 2, 3, 4, 1, 5] -> [1, 3, 2, 4, 5] (3 ve 1 tekrari atlanir","def remove_duplicates(n: int, k: int, pos: int, threshold: int, count: int, n2: int, n3: int) -> list | list[int] | list[str]:
    pass","[{""input"": [1, 3, 2, 3, 4, 1, 5], ""expected"": [1, 3, 2, 4, 5]}, {""input"": [""a"", ""b"", ""a"", ""c"", ""b""], ""expected"": [""a"", ""b"", ""c""]}, {""input"": [1, 2, 3], ""expected"": [1, 2, 3]}, {""input"": [], ""expected"": []}, {""input"": [1, 1, 1], ""expected"": [1]}]","[""💡 Ipucu 1: seen = set() ile takip et."", ""💡 Ipucu 2: if x not in seen: result.append(x); seen.add(x)."", ""💡 Ipucu 3: dict.fromkeys(items) ile tek satirda coz (Python 3.7+ dict sira korur).""]","91","remove_duplicates"
"python-basics","Bir 2D matris var","beginner","Bir 2D matris var. Satirlari sutun, sutunlari satir yap.
Ornek: [[1,2,3], [4,5,6]] -> [[1,4], [2,5], [3,6]]
Dikdortgen matrisler icin calissin (tum satirlar ayni uzunlukta","def transpose(nums: list[int], lst: list[int]) -> list[list[int]]:
    pass","[{""input"": [[1, 2, 3], [4, 5, 6]], ""expected"": [[1, 4], [2, 5], [3, 6]]}, {""input"": [[1, 2], [3, 4], [5, 6]], ""expected"": [[1, 3, 5], [2, 4, 6]]}, {""input"": [[1]], ""expected"": [[1]]}, {""input"": [[1, 2, 3]], ""expected"": [[1], [2], [3]]}]","[]","92","transpose"
"python-basics","Ilk Tekrar Etmeyen Karakter","intermediate","Bir string veriliyor. Ilk kez tekrarlanMAYAN (unique","def first_unique_char(nums: str) -> str:
    pass","[{""input"": ""swiss"", ""expected"": ""w""}, {""input"": ""aabbcc"", ""expected"": """"}, {""input"": ""programming"", ""expected"": ""p""}, {""input"": ""aabb"", ""expected"": """"}, {""input"": ""z"", ""expected"": ""z""}]","[""💡 Ipucu 1: from collections import Counter -> c = Counter(s)."", ""💡 Ipucu 2: for ch in s: if c[ch] == 1: return ch."", ""💡 Ipucu 3: Bos string icin '' dondur (return ch if any(c[ch]==1 for ch in s) else '').""]","93","first_unique_char"
"algorithms","Sirali Dizide Ilk ve Son Occurrence","intermediate","Sirali bir dizide target degerin ILK ve SON indeksini bul.
Yoksa [-1, -1] dondur.
find_first = lower bound","def search_range(nums: list[int], n: int) -> list[int]:
    pass","[{""input"": [[5, 7, 7, 8, 8, 10], 8], ""expected"": [3, 4]}, {""input"": [[5, 7, 7, 8, 8, 10], 6], ""expected"": [-1, -1]}, {""input"": [[], 0], ""expected"": [-1, -1]}, {""input"": [[1], 1], ""expected"": [0, 0]}, {""input"": [[1, 2, 3, 4, 5], 3], ""expected"": [2, 2]}]","[""💡 Ipucu 1: Iki binary search: biri lower bound, biri upper bound."", ""💡 Ipucu 2: nums[mid] < target -> sol = mid + 1; degilse sag = mid."", ""💡 Ipucu 3: Ilk occurrence icin >= target, son occurrence icin > target kullan.""]","94","search_range"
"algorithms","Dondurulmus Sirali Dizide Arama","intermediate","Döndürülmüş (rotated) sıralı bir dizide hedef değerin indexini bul.
Aramayı O(log n)'de yap (binary search varyasyonu).
Yoksa -1 döndür.","def search_rotated(nums: list[int], n: int) -> int:
    pass","[{""input"": [[4, 5, 6, 7, 0, 1, 2], 0], ""expected"": 4, ""description"": ""klasik""}, {""input"": [[4, 5, 6, 7, 0, 1, 2], 3], ""expected"": -1, ""description"": ""yok""}, {""input"": [[1], 0], ""expected"": -1, ""description"": ""tek eleman, yok""}, {""input"": [[1, 3], 3], ""expected"": 1, ""description"": ""sağ yarıda""}, {""input"": [[5, 1, 3], 5], ""expected"": 0, ""description"": ""sol yarıda""}]","[""💡 Ipucu 1: Her adimda bir yari SORTED (sol veya sag)."", ""💡 Ipucu 2: nums[low] <= nums[mid] ise sol yari sirali; kontrol et target sol aralikta mi."", ""💡 Ipucu 3: Aksi halde sag yari sirali; kontrol et target sag aralikta mi.""]","95","search_rotated"
"algorithms","Bir dizide peak element: nums[i-1] < nums[i] > ...","intermediate","Bir dizide peak element: nums[i-1] < nums[i] > nums[i+1].
Sadece komusuna bakarak (O(log n","def find_peak(n: int, k: int, pos: int, threshold: int) -> int:
    pass","[{""input"": [1, 2, 3, 1], ""expected"": 2}, {""input"": [1, 2, 1, 3, 5, 6, 4], ""expected"": 5}, {""input"": [1], ""expected"": 0}, {""input"": [1, 2], ""expected"": 1}, {""input"": [2, 1], ""expected"": 0}]","[""💡 Ipucu 1: nums[mid] < nums[mid+1] ise peak sag tarafta."", ""💡 Ipucu 2: nums[mid] > nums[mid+1] ise peak sol tarafta (veya mid kendisi)."", ""💡 Ipucu 3: low < high dongusu kullan, return low.""]","96","find_peak"
"algorithms","Iki Isaretci ile Palindrom Kontrolu","intermediate","Bir string'in palindrom olup olmadigini iki isaretci ile kontrol et.
Alfabetik olmayan karakterleri (bosluk, noktalama, buyuk/kucuk harf","def is_palindrome_two_pointer(x: str) -> bool:
    pass","[{""input"": ""A man, a plan, a canal: Panama"", ""expected"": true}, {""input"": ""race a car"", ""expected"": false}, {""input"": "" "", ""expected"": true}, {""input"": ""No lemon, no melon"", ""expected"": true}, {""input"": ""12321"", ""expected"": true}]","[""💡 Ipucu 1: left=0, right=len(s)-1 ile basla, iki uca isaretci koy."", ""💡 Ipucu 2: Alfanumerik degilse skip et (s[left].isalnum())."", ""💡 Ipucu 3: s[left].lower() != s[right].lower() ise False dondur.""]","97","is_palindrome_two_pointer"
"python-basics","Sag ve Sol En Uzun Karaktersiz Alt Dizi","intermediate","Bir string içinde en uzun benzersiz (tekrarsız karakter içeren) alt string'in uzunluğunu bul.
Sliding window + set/son_index mantığı kullan, O(n).
Boş string için 0 döndür.","def length_of_longest_substring(x: str) -> int:
    pass","[{""input"": ""abcabcbb"", ""expected"": 3, ""description"": ""klasik (abc)""}, {""input"": ""bbbbb"", ""expected"": 1, ""description"": ""hep aynı karakter""}, {""input"": ""pwwkew"", ""expected"": 3, ""description"": ""wke""}, {""input"": """", ""expected"": 0, ""description"": ""boş string""}, {""input"": ""abcdef"", ""expected"": 6, ""description"": ""tamamen benzersiz""}]","[""💡 Ipucu 1: Sliding window: left ve right isaretcileri, bir set ile tutulan karakterleri izle."", ""💡 Ipucu 2: s[right] sette varsa, left'ten baslayarak setten cikar, left++."", ""💡 Ipucu 3: Her adimda max(max_len, right - left + 1) guncelle.""]","98","length_of_longest_substring"
"algorithms","Iki Isaretci Ile Ters Ciftleri Say","intermediate","Bir dizide, dizideki elemanlarin toplami daha buyuk olan (ters","def count_inversions(n: int, k: int, pos: int, threshold: int, count: int) -> int:
    pass","[{""input"": [2, 4, 1, 3, 5], ""expected"": 3}, {""input"": [5, 4, 3, 2, 1], ""expected"": 10}, {""input"": [1, 2, 3, 4, 5], ""expected"": 0}, {""input"": [1], ""expected"": 0}, {""input"": [], ""expected"": 0}]","[""💡 Ipucu 1: Merge sort yaklasimi - bol ve fethet."", ""💡 Ipucu 2: Sayaci merge sirasinda artir: sol[i] > sag[j] ise count += len(sol) - i."", ""💡 Ipucu 3: Daha basit O(n^2): her cifti kontrol et (ama yavas).""]","99","count_inversions"
"algorithms","Bir dizide en sik gecen K elemani bul","intermediate","Bir dizide en sik gecen K elemani bul.
Siralama onemli degil.
Ornek: nums=[1,1,1,2,2,3]","def top_k_frequent(nums: list[int], n: int) -> list[int]:
    pass","[{""input"": [[1, 1, 1, 2, 2, 3], 2], ""expected"": [1, 2]}, {""input"": [[1], 1], ""expected"": [1]}, {""input"": [[1, 2, 3, 4, 5], 5], ""expected"": [1, 2, 3, 4, 5]}, {""input"": [[4, 4, 4, 5, 5, 6], 1], ""expected"": [4]}]","[""💡 Ipucu 1: Counter ile frekanslari say."", ""💡 Ipucu 2: most_common(k) -> tek satirda coz (heap altyapili)."", ""💡 Ipucu 3: Manuel heap: heappush/pop ile O(n log k).""]","100","top_k_frequent"
"algorithms","İki Dizinin Kesişimi","beginner","İki dizinin kesişimini (ortak elemanlar) döndür. Sonuçtaki her eleman eşsiz olmalı, sıralama önemli değil.","def intersection(nums1: list, nums2: list) -> list:
    pass","[{""input"": [[1, 2, 2, 1], [2, 2]], ""expected"": [2], ""description"": ""tekrarlar — unique ortak""}, {""input"": [[4, 9, 5], [9, 4, 9, 8, 4]], ""expected"": [9, 4], ""description"": ""klasik""}, {""input"": [[1, 2, 3], [4, 5, 6]], ""expected"": [], ""description"": ""kesisim yok""}]","[""💡 İpucu 1: set(nums1) & set(nums2) -> Pythonic çözüm."", ""💡 İpucu 2: Küçük diziyi sete çevir, büyük diziyi iterate et."", ""💡 İpucu 3: Tekrarları önle: result.append(x); seen.add(x) ile takip et.""]","101","intersection"
"algorithms","En Uzun Consecutive Sequence","intermediate","Bir dizideki en uzun ard arda gelen sayi dizisinin uzunlugunu bul.
O(n","def longest_consecutive(n: int, k: int, pos: int, threshold: int, count: int, n2: int) -> int:
    pass","[{""input"": [100, 4, 200, 1, 3, 2], ""expected"": 4}, {""input"": [0, 3, 7, 2, 5, 8, 4, 6, 0, 1], ""expected"": 9}, {""input"": [], ""expected"": 0}, {""input"": [1, 2, 3, 4], ""expected"": 4}, {""input"": [10], ""expected"": 1}]","[""💡 Ipucu 1: Tum sayilari sete koy: num_set = set(nums)."", ""💡 Ipucu 2: Sadece dizi baslangici olan sayilari kontrol et: x-1 not in num_set."", ""💡 Ipucu 3: Oradan baslayarak while x+1 in set: x+=1. count tut.""]","102","longest_consecutive"
"algorithms","Iki string'in anagram olup olmadigini kontrol e...","beginner","Iki string'in anagram olup olmadigini kontrol et (harfler ayni, siralama farkli","def is_anagram(s: str, text: str) -> bool:
    pass","[{""input"": [""anagram"", ""nagaram""], ""expected"": true}, {""input"": [""listen"", ""silent""], ""expected"": true}, {""input"": [""hello"", ""world""], ""expected"": false}, {""input"": [""a"", ""b""], ""expected"": false}, {""input"": ["""", """"], ""expected"": true}]","[""💡 Ipucu 1: Counter ile frekans say: Counter(s) == Counter(t)."", ""💡 Ipucu 2: Manuel: 26 harflik dizi, s'de +1, t'de -1; hepsi 0 mi?"", ""💡 Ipucu 3: sorted(s) == sorted(t) ile kisa cozum (yavas ama basit).""]","103","is_anagram"
"data-structures","Tekrarlayan Elemanları Bul","beginner","Bir koleksiyonda birden fazla geçen elemanları bulun.
Koleksiyon tipini sen seç: hangi yapı en verimli?","def find_duplicates(n: int, k: int, pos: int, threshold: int, count: int, n2: int, n3: int) -> list | list[int] | list[str]:
    pass","[{""input"": [1, 2, 3, 4, 2, 3, 5], ""expected"": [2, 3]}, {""input"": [""a"", ""b"", ""a"", ""c"", ""b""], ""expected"": [""a"", ""b""]}, {""input"": [1, 2, 3], ""expected"": []}]","[""💡 İpucu 1: Birden fazla geçen elemanları saymak için 'frekans' sayacı lazım."", ""💡 İpucu 2: Counter veya dict.items() kullanabilirsin — hangisi daha okunur?"", ""💡 İpucu 3: count > 1 olanları filtreleyip liste yap.""]","110","find_duplicates"
